component,eigenvalue
1,789.8208784238346
2,40.82578397259533
3,16.155950748053026
4,9.516653796081282
5,7.709168305482817
6,6.822745952872682
7,5.453888173725732
8,4.704528661559251
9,3.9929019927213174
10,3.3404890112792343
11,2.304742557012876
12,2.2631814622859303
13,2.078061098958484
14,2.0549336271611445
15,2.045679912162118
16,1.9982754806970633
17,1.8884826926563951
18,1.8177832394421596
19,1.7521752126665875
20,1.711899096076594
21,1.5572020811824163
22,1.3016231070303967
23,1.265866183133995
24,1.1971752223925947
25,1.1644130505563868
26,1.084558342443535
27,1.082251966072956
28,1.0695385372395114
29,1.066002342869165
30,1.0584950368974142
31,1.0340809344800732
32,1.0166436545448647
33,1.004284325330343
34,1.0031520766599522
35,1.0014581084590362
36,1.0006591836384642
37,1.0003142572714498
38,1.0000933807146082
39,1.0000882996908174
40,1.0000882984328319
41,1.0000878990207402
42,1.0000540289198798
43,1.000051047750142
44,1.0000132666276693
45,1.0000092409904078
46,1.0000024475347462
47,1.0000011215083726
48,1.0000003911183277
49,1.0000002148650327
50,1.0000000992224007
51,1.0000000236831257
52,1.0000000087998948
53,1.0000000029770755
54,1.0000000027816116
55,1.0000000000426572
56,1.000000000038192
57,1.0000000000004658
58,1.0000000000001015
59,1.0000000000000104
60,1.0000000000000104
61,1.0000000000000104
62,1.0000000000000104
63,1.0000000000000104
64,1.0000000000000104
65,1.0000000000000104
66,1.0000000000000104
67,1.0000000000000104
68,1.0000000000000104
69,1.0000000000000104
70,1.0000000000000104
71,1.0000000000000104
72,1.0000000000000104
73,1.0000000000000104
74,1.0000000000000104
75,1.0000000000000104
76,1.0000000000000104
77,1.0000000000000104
78,1.0000000000000104
79,1.0000000000000104
80,1.0000000000000104
81,1.0000000000000104
82,1.0000000000000104
83,1.0000000000000104
84,1.0000000000000104
85,1.0000000000000104
86,1.0000000000000104
87,1.0000000000000104
88,1.0000000000000104
89,1.0000000000000104
90,1.0000000000000104
91,1.0000000000000104
92,1.0000000000000104
93,1.0000000000000104
94,1.0000000000000104
95,1.0000000000000104
96,1.0000000000000104
97,1.0000000000000104
98,1.0000000000000104
99,1.0000000000000104
100,1.0000000000000104
101,1.0000000000000104
102,1.0000000000000104
103,1.0000000000000104
104,1.0000000000000104
105,1.0000000000000104
106,1.0000000000000104
107,1.0000000000000104
108,1.0000000000000104
109,1.0000000000000104
110,1.0000000000000104
111,1.0000000000000104
112,1.0000000000000104
113,1.0000000000000104
114,1.0000000000000104
115,1.0000000000000104
116,1.0000000000000104
117,1.0000000000000104
118,1.0000000000000104
119,1.0000000000000104
120,1.0000000000000104
121,1.0000000000000104
122,1.0000000000000104
123,1.0000000000000104
124,1.0000000000000104
125,1.0000000000000104
126,1.0000000000000104
127,1.0000000000000104
128,1.0000000000000104
129,1.0000000000000104
130,1.0000000000000104
131,1.0000000000000104
132,1.0000000000000104
133,1.0000000000000104
134,1.0000000000000104
135,1.0000000000000104
136,1.0000000000000104
137,1.0000000000000104
138,1.0000000000000104
139,1.0000000000000104
140,1.0000000000000104
141,1.0000000000000104
142,1.0000000000000104
143,1.0000000000000104
