component,eigenvalue
1,708.5960498531982
2,7.765753801911513
3,4.34293125959613
4,2.4120346126375365
5,2.340844745419064
6,2.286274079944804
7,2.021258728208761
8,2.0000000152159028
9,2.0000000000000075
10,1.9942693461846455
11,1.9129299302948513
12,1.9126136223844032
13,1.9089230526512273
14,1.9001389587477544
15,1.8856911878192857
16,1.8122468545588704
17,1.7235766848617315
18,1.694643064096786
19,1.4657519285204783
20,1.370013577120572
21,1.3348053204219295
22,1.2449121132601242
23,1.2310322920333523
24,1.1174858863097785
25,1.103143215657994
26,1.1014639065709357
27,1.0969732433226014
28,1.0712227992834094
29,1.0627755218776482
30,1.0530630525309317
31,1.02095242333251
32,1.0133928385043416
33,1.007533714016168
34,1.0058354202501398
35,1.0058113288682613
36,1.0047167801512944
37,1.0001967974662995
38,1.0001566527654793
39,1.0000545415254087
40,1.0000417569154
41,1.0000206945924572
42,1.0000088323310288
43,1.0000070311587463
44,1.0000019072653274
45,1.0000008708991917
46,1.0000004635691198
47,1.000000218326141
48,1.0000000577272459
49,1.0000000342333635
50,1.000000004470236
51,1.0000000044513013
52,1.0000000011578223
53,1.0000000006664644
54,1.000000000532793
55,1.0000000002879355
56,1.0000000002866072
57,1.0000000000286573
58,1.000000000015387
59,1.0000000000083833
60,1.0000000000009717
61,1.0000000000006872
62,1.000000000000687
63,1.0000000000003872
64,1.000000000000135
65,1.000000000000025
66,1.0000000000000133
67,1.0000000000000113
68,1.0000000000000098
69,1.0000000000000089
70,1.0000000000000082
71,1.0000000000000075
72,1.0000000000000073
73,1.0000000000000067
74,1.0000000000000064
75,1.0000000000000064
76,1.0000000000000056
77,1.0000000000000053
78,1.0000000000000053
79,1.0000000000000049
80,1.0000000000000044
81,1.0000000000000042
82,1.000000000000004
83,1.000000000000004
84,1.000000000000004
85,1.0000000000000038
86,1.0000000000000038
87,1.0000000000000038
88,1.0000000000000036
89,1.0000000000000036
90,1.0000000000000033
91,1.0000000000000033
92,1.0000000000000033
93,1.000000000000003
94,1.0000000000000029
95,1.0000000000000029
96,1.0000000000000029
97,1.0000000000000029
98,1.0000000000000027
99,1.0000000000000027
100,1.0000000000000027
101,1.0000000000000027
102,1.0000000000000027
103,1.0000000000000024
104,1.0000000000000024
105,1.0000000000000024
106,1.0000000000000024
107,1.0000000000000024
108,1.0000000000000024
109,1.0000000000000024
110,1.0000000000000024
111,1.0000000000000024
112,1.0000000000000022
113,1.0000000000000022
114,1.0000000000000022
115,1.0000000000000022
116,1.0000000000000022
117,1.0000000000000022
118,1.0000000000000022
119,1.0000000000000022
120,1.0000000000000022
121,1.0000000000000022
122,1.000000000000002
123,1.000000000000002
124,1.000000000000002
125,1.000000000000002
126,1.000000000000002
127,1.000000000000002
128,1.000000000000002
129,1.000000000000002
130,1.000000000000002
131,1.000000000000002
132,1.000000000000002
133,1.000000000000002
134,1.000000000000002
135,1.000000000000002
136,1.000000000000002
137,1.0000000000000018
138,1.0000000000000018
139,1.0000000000000018
140,1.0000000000000018
141,1.0000000000000018
142,1.0000000000000018
143,1.0000000000000018
144,1.0000000000000018
145,1.0000000000000018
146,1.0000000000000018
147,1.0000000000000018
148,1.0000000000000018
149,1.0000000000000018
