component,eigenvalue
1,602.0966899754825
2,7.372231609692327
3,3.9797853699786625
4,3.277048583255177
5,3.064729000243189
6,2.7199838110096817
7,2.6232171349699938
8,2.606381299929493
9,2.497141299828903
10,2.45228565504683
11,2.1473797589336647
12,2.09254960132197
13,1.9735275518075273
14,1.8897403633982732
15,1.8480181990816682
16,1.7827871344417299
17,1.778776841973255
18,1.6679462340954985
19,1.6369782598876657
20,1.6257013173674797
21,1.6150249656178448
22,1.5894292745871708
23,1.5800115117111766
24,1.5546923858263522
25,1.5080576115069664
26,1.4447223670196199
27,1.4266694606774306
28,1.3270593257740786
29,1.3086433598573766
30,1.2787418923343272
31,1.2431966193130264
32,1.224146996377445
33,1.1633070510463956
34,1.1537167282970948
35,1.140151096470984
36,1.1250026134396691
37,1.0936543227507105
38,1.080446914045277
39,1.0748454410028416
40,1.0670878181209658
41,1.0490352420341424
42,1.0373039180450392
43,1.0285747240045797
44,1.020947098506446
45,1.020384585962829
46,1.019839133404699
47,1.0155397060536648
48,1.015208562617273
49,1.0129970590516746
50,1.0022619716586219
51,1.0021189551709488
52,1.0016690946886175
53,1.001154618569079
54,1.0002994643093637
55,1.0002742065690344
56,1.0002349638567625
57,1.000133906976083
58,1.000088111476791
59,1.000065067701871
60,1.000057589971171
61,1.0000363919894195
62,1.0000247379279301
63,1.0000054272114272
64,1.000000578073524
65,1.000000505155815
66,1.0000000681071461
67,1.0000000529491366
68,1.0000000017699842
69,1.0000000001759388
70,1.0000000001701839
71,1.0000000000000244
72,1.000000000000018
73,1.0000000000000167
74,1.0000000000000158
75,1.0000000000000149
76,1.0000000000000142
77,1.000000000000014
78,1.0000000000000133
79,1.000000000000013
80,1.0000000000000124
81,1.0000000000000122
82,1.000000000000012
83,1.000000000000011
84,1.0000000000000109
85,1.0000000000000104
86,1.0000000000000095
87,1.000000000000009
88,1.0000000000000089
89,1.0000000000000089
90,1.0000000000000087
91,1.0000000000000082
92,1.0000000000000073
93,1.0000000000000067
94,1.0000000000000062
95,1.0000000000000062
96,1.000000000000006
97,1.000000000000006
98,1.0000000000000058
99,1.0000000000000056
100,1.0000000000000053
101,1.0000000000000053
102,1.0000000000000049
103,1.0000000000000047
104,1.0000000000000047
105,1.0000000000000042
106,1.000000000000004
107,1.0000000000000038
108,1.0000000000000038
109,1.0000000000000038
110,1.0000000000000038
111,1.0000000000000038
112,1.0000000000000036
113,1.0000000000000036
114,1.0000000000000036
115,1.0000000000000036
116,1.0000000000000036
117,1.0000000000000036
118,1.0000000000000033
119,1.0000000000000033
120,1.0000000000000033
121,1.000000000000003
122,1.000000000000003
123,1.000000000000003
124,1.000000000000003
125,1.000000000000003
126,1.000000000000003
127,1.000000000000003
128,1.000000000000003
129,1.000000000000003
130,1.0000000000000029
131,1.0000000000000029
132,1.0000000000000029
133,1.0000000000000029
134,1.0000000000000027
135,1.0000000000000027
136,1.0000000000000027
137,1.0000000000000027
138,1.0000000000000027
139,1.0000000000000027
140,1.0000000000000027
141,1.0000000000000024
142,1.0000000000000024
143,1.0000000000000024
144,1.0000000000000024
145,1.0000000000000022
146,1.0000000000000022
147,1.0000000000000022
148,1.0000000000000022
149,1.0000000000000022
150,1.0000000000000022
151,1.0000000000000022
152,1.0000000000000022
153,1.0000000000000022
154,1.000000000000002
155,1.000000000000002
156,1.000000000000002
157,1.000000000000002
158,1.000000000000002
159,1.000000000000002
160,1.000000000000002
161,1.000000000000002
162,1.000000000000002
163,1.000000000000002
164,1.000000000000002
165,1.000000000000002
166,1.000000000000002
167,1.0000000000000018
168,1.0000000000000018
169,1.0000000000000018
170,1.0000000000000018
171,1.0000000000000018
172,1.0000000000000018
173,1.0000000000000018
174,1.0000000000000018
175,1.0000000000000018
176,1.0000000000000018
177,1.0000000000000018
178,1.0000000000000018
179,1.0000000000000016
180,1.0000000000000016
181,1.0000000000000016
182,1.0000000000000016
183,1.0000000000000016
184,1.0000000000000016
185,1.0000000000000016
186,1.0000000000000016
187,1.0000000000000016
188,1.0000000000000016
189,1.0000000000000013
190,1.0000000000000013
191,1.0000000000000013
192,1.0000000000000013
193,1.0000000000000013
194,1.0000000000000013
195,1.0000000000000013
196,1.0000000000000013
197,1.0000000000000013
198,1.0000000000000013
199,1.0000000000000013
200,1.0000000000000013
201,1.0000000000000013
202,1.0000000000000013
203,1.0000000000000013
204,1.0000000000000013
205,1.0000000000000013
206,1.000000000000001
207,1.000000000000001
208,1.000000000000001
209,1.000000000000001
210,1.000000000000001
211,1.000000000000001
212,1.000000000000001
213,1.000000000000001
214,1.000000000000001
215,1.000000000000001
216,1.000000000000001
217,1.000000000000001
218,1.000000000000001
219,1.000000000000001
220,1.000000000000001
221,1.000000000000001
222,1.000000000000001
223,1.000000000000001
224,1.000000000000001
225,1.000000000000001
226,1.000000000000001
227,1.000000000000001
228,1.000000000000001
229,1.000000000000001
230,1.000000000000001
231,1.000000000000001
232,1.000000000000001
233,1.000000000000001
234,1.000000000000001
235,1.000000000000001
236,1.0000000000000009
237,1.0000000000000009
238,1.0000000000000009
239,1.0000000000000009
240,1.0000000000000009
241,1.0000000000000009
242,1.0000000000000009
243,1.0000000000000009
244,1.0000000000000009
245,1.0000000000000009
246,1.0000000000000009
247,1.0000000000000009
248,1.0000000000000009
249,1.0000000000000009
250,1.0000000000000009
251,1.0000000000000009
252,1.0000000000000009
253,1.0000000000000009
254,1.0000000000000009
255,1.0000000000000009
256,1.0000000000000009
257,1.0000000000000009
258,1.0000000000000009
259,1.0000000000000009
260,1.0000000000000009
261,1.0000000000000009
262,1.0000000000000009
263,1.0000000000000009
264,1.0000000000000009
265,1.0000000000000009
266,1.0000000000000009
267,1.0000000000000009
268,1.0000000000000009
269,1.0000000000000009
270,1.0000000000000009
271,1.0000000000000009
272,1.0000000000000009
273,1.0000000000000009
274,1.0000000000000009
275,1.0000000000000007
276,1.0000000000000007
277,1.0000000000000007
278,1.0000000000000007
279,1.0000000000000007
280,1.0000000000000007
281,1.0000000000000007
282,1.0000000000000007
283,1.0000000000000007
284,1.0000000000000007
285,1.0000000000000007
286,1.0000000000000007
287,1.0000000000000007
288,1.0000000000000007
289,1.0000000000000007
290,1.0000000000000007
291,1.0000000000000007
292,1.0000000000000007
293,1.0000000000000007
294,1.0000000000000007
295,1.0000000000000007
296,1.0000000000000007
297,1.0000000000000007
